0.000000000000000000e+00,1.828025430440902710e-01
1.000000000000000000e+00,-8.000733703374862671e-02
2.000000000000000000e+00,8.222566917538642883e-03
3.000000000000000000e+00,-1.130576059222221375e-01
4.000000000000000000e+00,3.359987586736679077e-02
5.000000000000000000e+00,4.804076626896858215e-02
6.000000000000000000e+00,1.158741563558578491e-01
7.000000000000000000e+00,5.546707659959793091e-02
8.000000000000000000e+00,-1.180079206824302673e-02
9.000000000000000000e+00,-2.991043031215667725e-03
1.000000000000000000e+01,7.792187482118606567e-02
1.100000000000000000e+01,1.323982328176498413e-01
1.200000000000000000e+01,4.585978761315345764e-02
1.300000000000000000e+01,1.980891972780227661e-01
1.400000000000000000e+01,9.032620489597320557e-02
1.500000000000000000e+01,-4.743328317999839783e-02
1.600000000000000000e+01,-8.432942628860473633e-02
1.700000000000000000e+01,3.882771357893943787e-02
1.800000000000000000e+01,-4.849942401051521301e-02
1.900000000000000000e+01,-5.989200621843338013e-02
2.000000000000000000e+01,1.108906343579292297e-01
2.100000000000000000e+01,-9.251479059457778931e-02
2.200000000000000000e+01,1.233238428831100464e-01
2.300000000000000000e+01,7.753957062959671021e-02
2.400000000000000000e+01,1.633329391479492188e-01
2.500000000000000000e+01,1.007298082113265991e-01
2.600000000000000000e+01,-6.041492894291877747e-02
2.700000000000000000e+01,9.249559789896011353e-02
2.800000000000000000e+01,-5.070981010794639587e-02
2.900000000000000000e+01,8.516273810528218746e-04
3.000000000000000000e+01,-1.115996297448873520e-02
3.100000000000000000e+01,-1.150271818041801453e-01
3.200000000000000000e+01,1.216309815645217896e-01
3.300000000000000000e+01,-1.740914210677146912e-02
3.400000000000000000e+01,6.626619398593902588e-02
3.500000000000000000e+01,1.168764312751591206e-03
3.600000000000000000e+01,-2.587529085576534271e-02
3.700000000000000000e+01,3.250447660684585571e-02
3.800000000000000000e+01,1.411916911602020264e-01
3.900000000000000000e+01,-7.368393987417221069e-02
4.000000000000000000e+01,-9.573916345834732056e-02
4.100000000000000000e+01,-3.301754221320152283e-02
4.200000000000000000e+01,-7.765197753906250000e-02
4.300000000000000000e+01,3.549628332257270813e-02
4.400000000000000000e+01,1.060254052281379700e-01
4.500000000000000000e+01,5.285071581602096558e-02
4.600000000000000000e+01,-6.332681328058242798e-02
4.700000000000000000e+01,1.378239989280700684e-01
4.800000000000000000e+01,-3.599527105689048767e-02
4.900000000000000000e+01,1.167880594730377197e-01
